"BA Code","Timestamp (Hour Ending)","Total Generation (MWh)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)"
LDWP,"7/1/2019 12 a.m. PDT",2454,87,17,51,239,1421,639
LDWP,"7/1/2019 1 a.m. PDT",2149,77,17,51,235,1131,637
LDWP,"7/1/2019 2 a.m. PDT",1890,78,17,51,205,902,638
LDWP,"7/1/2019 3 a.m. PDT",1809,52,17,51,204,846,639
LDWP,"7/1/2019 4 a.m. PDT",1834,70,17,51,210,846,640
LDWP,"7/1/2019 5 a.m. PDT",1912,69,17,51,235,899,641
LDWP,"7/1/2019 6 a.m. PDT",1951,78,18,51,236,926,642
LDWP,"7/1/2019 7 a.m. PDT",2114,88,183,51,230,919,642
LDWP,"7/1/2019 8 a.m. PDT",2259,61,620,51,204,680,643
LDWP,"7/1/2019 9 a.m. PDT",2528,45,923,51,203,663,643
LDWP,"7/1/2019 10 a.m. PDT",2705,54,1053,51,203,700,643
LDWP,"7/1/2019 11 a.m. PDT",2892,66,1138,51,200,795,643
LDWP,"7/1/2019 12 p.m. PDT",3020,87,1165,51,201,874,642
LDWP,"7/1/2019 1 p.m. PDT",3181,77,1162,51,207,1042,642
LDWP,"7/1/2019 2 p.m. PDT",3422,93,1159,51,239,1240,640
LDWP,"7/1/2019 3 p.m. PDT",3581,108,1144,51,242,1395,640
LDWP,"7/1/2019 4 p.m. PDT",3597,131,1085,51,242,1446,640
LDWP,"7/1/2019 5 p.m. PDT",3678,171,986,124,221,1536,640
LDWP,"7/1/2019 6 p.m. PDT",3579,174,818,153,249,1543,641
LDWP,"7/1/2019 7 p.m. PDT",3307,188,450,244,227,1546,651
LDWP,"7/1/2019 8 p.m. PDT",3468,180,94,534,249,1528,883
LDWP,"7/1/2019 9 p.m. PDT",3149,163,17,537,253,1304,874
LDWP,"7/1/2019 10 p.m. PDT",2811,190,17,416,253,1284,651
LDWP,"7/1/2019 11 p.m. PDT",2741,194,17,351,254,1284,641
LDWP,"7/2/2019 12 a.m. PDT",2586,157,17,232,253,1286,642
LDWP,"7/2/2019 1 a.m. PDT",2405,156,17,153,247,1190,642
LDWP,"7/2/2019 2 a.m. PDT",2115,156,17,153,210,938,640
LDWP,"7/2/2019 3 a.m. PDT",1973,160,17,153,207,795,641
LDWP,"7/2/2019 4 a.m. PDT",1872,150,17,154,205,705,642
LDWP,"7/2/2019 5 a.m. PDT",1876,150,17,154,207,705,643
LDWP,"7/2/2019 6 a.m. PDT",1996,145,18,154,243,793,642
LDWP,"7/2/2019 7 a.m. PDT",2153,143,184,153,237,795,642
LDWP,"7/2/2019 8 a.m. PDT",2275,98,631,153,207,544,642
LDWP,"7/2/2019 9 a.m. PDT",2474,111,932,153,203,433,642
LDWP,"7/2/2019 10 a.m. PDT",2743,184,1061,153,204,500,641
LDWP,"7/2/2019 11 a.m. PDT",2930,191,1143,152,202,601,641
LDWP,"7/2/2019 12 p.m. PDT",2899,196,1147,155,202,558,641
LDWP,"7/2/2019 1 p.m. PDT",3114,206,1108,156,205,798,640
LDWP,"7/2/2019 2 p.m. PDT",3339,249,1164,156,209,921,639
LDWP,"7/2/2019 3 p.m. PDT",3458,268,1125,155,209,1060,641
LDWP,"7/2/2019 4 p.m. PDT",3641,287,942,240,241,1251,680
LDWP,"7/2/2019 5 p.m. PDT",3520,283,915,155,252,1275,641
LDWP,"7/2/2019 6 p.m. PDT",3498,304,761,253,256,1283,641
LDWP,"7/2/2019 7 p.m. PDT",3511,299,458,336,256,1382,780
LDWP,"7/2/2019 8 p.m. PDT",3651,321,102,544,255,1383,1047
LDWP,"7/2/2019 9 p.m. PDT",3349,253,17,516,255,1383,926
LDWP,"7/2/2019 10 p.m. PDT",2814,203,17,354,255,1298,687
LDWP,"7/2/2019 11 p.m. PDT",2747,217,17,343,249,1281,641
LDWP,"7/3/2019 12 a.m. PDT",2529,207,17,181,247,1237,641
LDWP,"7/3/2019 1 a.m. PDT",2297,211,17,156,246,1029,639
LDWP,"7/3/2019 2 a.m. PDT",2054,205,17,157,206,832,638
LDWP,"7/3/2019 3 a.m. PDT",1911,221,17,157,204,674,639
LDWP,"7/3/2019 4 a.m. PDT",1848,214,17,156,203,616,641
LDWP,"7/3/2019 5 a.m. PDT",1765,187,17,157,204,558,642
LDWP,"7/3/2019 6 a.m. PDT",1939,173,18,156,235,714,642
LDWP,"7/3/2019 7 a.m. PDT",2113,149,178,156,233,755,641
LDWP,"7/3/2019 8 a.m. PDT",2245,134,623,156,208,483,641
LDWP,"7/3/2019 9 a.m. PDT",2429,143,916,156,204,369,641
LDWP,"7/3/2019 10 a.m. PDT",2550,190,1021,156,201,341,641
LDWP,"7/3/2019 11 a.m. PDT",2732,273,1128,156,202,332,641
LDWP,"7/3/2019 12 p.m. PDT",2746,244,1128,156,203,375,641
LDWP,"7/3/2019 1 p.m. PDT",2885,251,1165,158,206,466,640
LDWP,"7/3/2019 2 p.m. PDT",2939,271,1085,158,206,580,640
LDWP,"7/3/2019 3 p.m. PDT",3097,326,1052,158,219,701,640
LDWP,"7/3/2019 4 p.m. PDT",3242,337,1031,158,216,859,640
LDWP,"7/3/2019 5 p.m. PDT",3181,336,949,157,217,882,640
LDWP,"7/3/2019 6 p.m. PDT",3106,347,817,157,246,896,642
LDWP,"7/3/2019 7 p.m. PDT",3033,321,451,340,247,1034,641
LDWP,"7/3/2019 8 p.m. PDT",3042,256,85,549,246,1171,735
LDWP,"7/3/2019 9 p.m. PDT",2960,154,3,556,247,1238,762
LDWP,"7/3/2019 10 p.m. PDT",2675,180,3,351,255,1239,647
LDWP,"7/3/2019 11 p.m. PDT",2634,253,3,241,255,1239,643
LDWP,"7/4/2019 12 a.m. PDT",2389,249,3,65,252,1178,643
LDWP,"7/4/2019 1 a.m. PDT",1966,190,3,56,209,867,640
LDWP,"7/4/2019 2 a.m. PDT",1713,100,3,56,207,708,639
LDWP,"7/4/2019 3 a.m. PDT",1674,78,2,55,207,691,640
LDWP,"7/4/2019 4 a.m. PDT",1640,80,3,55,207,656,640
LDWP,"7/4/2019 5 a.m. PDT",1605,70,4,55,207,627,642
LDWP,"7/4/2019 6 a.m. PDT",1611,75,4,55,207,627,642
LDWP,"7/4/2019 7 a.m. PDT",1734,76,145,55,206,610,642
LDWP,"7/4/2019 8 a.m. PDT",1753,65,590,55,200,200,642
LDWP,"7/4/2019 9 a.m. PDT",2001,59,915,55,200,129,642
LDWP,"7/4/2019 10 a.m. PDT",2137,48,1062,55,201,129,642
LDWP,"7/4/2019 11 a.m. PDT",2235,71,1138,55,201,129,642
LDWP,"7/4/2019 12 p.m. PDT",2281,104,1151,55,201,128,642
LDWP,"7/4/2019 1 p.m. PDT",2298,114,1158,55,201,129,641
LDWP,"7/4/2019 2 p.m. PDT",2300,106,1156,55,201,142,640
LDWP,"7/4/2019 3 p.m. PDT",2445,163,1148,55,202,237,639
LDWP,"7/4/2019 4 p.m. PDT",2519,253,1087,55,202,282,641
LDWP,"7/4/2019 5 p.m. PDT",2617,268,982,55,209,462,642
LDWP,"7/4/2019 6 p.m. PDT",2569,258,798,55,208,607,641
LDWP,"7/4/2019 7 p.m. PDT",2413,238,442,70,239,783,641
LDWP,"7/4/2019 8 p.m. PDT",2324,252,84,314,243,790,641
LDWP,"7/4/2019 9 p.m. PDT",2336,205,3,454,242,790,641
LDWP,"7/4/2019 10 p.m. PDT",2245,146,3,424,242,789,641
LDWP,"7/4/2019 11 p.m. PDT",2070,144,3,250,242,791,640
LDWP,"7/5/2019 12 a.m. PDT",1946,83,3,189,242,790,640
LDWP,"7/5/2019 1 a.m. PDT",1805,96,3,55,247,765,640
LDWP,"7/5/2019 2 a.m. PDT",1595,89,3,55,211,597,640
LDWP,"7/5/2019 3 a.m. PDT",1517,87,3,55,208,523,641
LDWP,"7/5/2019 4 a.m. PDT",1490,63,3,55,209,518,641
LDWP,"7/5/2019 5 a.m. PDT",1552,55,3,55,210,587,642
LDWP,"7/5/2019 6 a.m. PDT",1637,48,5,55,237,649,643
LDWP,"7/5/2019 7 a.m. PDT",1836,40,125,55,231,742,643
LDWP,"7/5/2019 8 a.m. PDT",1953,32,426,55,205,592,643
LDWP,"7/5/2019 9 a.m. PDT",2224,27,726,55,204,569,642
LDWP,"7/5/2019 10 a.m. PDT",2402,17,1015,55,201,471,643
LDWP,"7/5/2019 11 a.m. PDT",2461,2,1089,55,201,470,643
LDWP,"7/5/2019 12 p.m. PDT",2521,0,1114,55,202,508,642
LDWP,"7/5/2019 1 p.m. PDT",2623,0,1159,55,207,561,641
LDWP,"7/5/2019 2 p.m. PDT",2749,0,1160,55,230,664,640
LDWP,"7/5/2019 3 p.m. PDT",2865,3,1142,55,232,792,640
LDWP,"7/5/2019 4 p.m. PDT",2891,38,1030,55,232,895,640
LDWP,"7/5/2019 5 p.m. PDT",3044,59,941,66,236,1100,641
LDWP,"7/5/2019 6 p.m. PDT",3143,69,764,276,239,1154,641
LDWP,"7/5/2019 7 p.m. PDT",3207,78,418,433,247,1378,653
LDWP,"7/5/2019 8 p.m. PDT",3107,68,85,496,246,1387,825
LDWP,"7/5/2019 9 p.m. PDT",3114,66,10,485,244,1472,836
LDWP,"7/5/2019 10 p.m. PDT",2716,64,10,340,252,1383,666
LDWP,"7/5/2019 11 p.m. PDT",2187,66,10,56,253,1162,639
LDWP,"7/6/2019 12 a.m. PDT",1982,73,10,57,246,956,640
LDWP,"7/6/2019 1 a.m. PDT",1965,60,10,57,245,954,639
LDWP,"7/6/2019 2 a.m. PDT",1761,63,10,57,214,778,640
LDWP,"7/6/2019 3 a.m. PDT",1672,60,9,56,212,692,642
LDWP,"7/6/2019 4 a.m. PDT",1594,56,3,56,212,624,642
LDWP,"7/6/2019 5 a.m. PDT",1574,59,3,56,212,601,643
LDWP,"7/6/2019 6 a.m. PDT",1512,71,4,56,211,527,643
LDWP,"7/6/2019 7 a.m. PDT",1551,72,145,56,203,433,643
LDWP,"7/6/2019 8 a.m. PDT",1850,61,568,56,203,320,643
LDWP,"7/6/2019 9 a.m. PDT",2135,48,892,54,203,295,643
LDWP,"7/6/2019 10 a.m. PDT",2312,76,1043,54,202,295,642
LDWP,"7/6/2019 11 a.m. PDT",2377,56,1129,54,202,295,642
LDWP,"7/6/2019 12 p.m. PDT",2394,42,1159,54,201,299,640
LDWP,"7/6/2019 1 p.m. PDT",2625,56,1163,54,202,512,638
LDWP,"7/6/2019 2 p.m. PDT",2530,77,1162,54,201,397,638
LDWP,"7/6/2019 3 p.m. PDT",2623,83,1154,54,201,490,640
LDWP,"7/6/2019 4 p.m. PDT",2859,118,1086,247,202,482,724
LDWP,"7/6/2019 5 p.m. PDT",2909,176,962,177,209,686,699
LDWP,"7/6/2019 6 p.m. PDT",2803,142,761,54,238,965,642
LDWP,"7/6/2019 7 p.m. PDT",2704,135,422,85,251,1165,646
LDWP,"7/6/2019 8 p.m. PDT",2994,137,81,458,251,1282,787
LDWP,"7/6/2019 9 p.m. PDT",2574,97,4,294,251,1280,649
LDWP,"7/6/2019 10 p.m. PDT",2497,108,4,214,250,1280,641
LDWP,"7/6/2019 11 p.m. PDT",2334,134,3,55,251,1250,641
LDWP,"7/7/2019 12 a.m. PDT",2063,116,4,55,249,1000,640
LDWP,"7/7/2019 1 a.m. PDT",1817,137,4,55,213,768,640
LDWP,"7/7/2019 2 a.m. PDT",1655,144,4,55,211,600,642
LDWP,"7/7/2019 3 a.m. PDT",1551,173,3,55,203,475,642
LDWP,"7/7/2019 4 a.m. PDT",1543,157,3,55,211,475,641
LDWP,"7/7/2019 5 a.m. PDT",1501,113,3,55,212,477,641
LDWP,"7/7/2019 6 a.m. PDT",1475,102,5,55,211,461,642
LDWP,"7/7/2019 7 a.m. PDT",1478,75,122,55,201,383,642
LDWP,"7/7/2019 8 a.m. PDT",1623,59,363,55,201,303,642
LDWP,"7/7/2019 9 a.m. PDT",1957,54,607,55,201,396,644
LDWP,"7/7/2019 10 a.m. PDT",2312,111,955,54,202,346,644
LDWP,"7/7/2019 11 a.m. PDT",2426,152,1076,54,202,298,643
LDWP,"7/7/2019 12 p.m. PDT",2490,210,1084,54,202,297,642
LDWP,"7/7/2019 1 p.m. PDT",2498,256,1048,55,201,297,641
LDWP,"7/7/2019 2 p.m. PDT",2425,287,943,55,202,297,642
LDWP,"7/7/2019 3 p.m. PDT",2422,279,947,55,202,297,642
LDWP,"7/7/2019 4 p.m. PDT",2483,286,863,55,202,410,669
LDWP,"7/7/2019 5 p.m. PDT",2416,274,547,150,202,561,683
LDWP,"7/7/2019 6 p.m. PDT",2741,255,740,332,207,565,642
LDWP,"7/7/2019 7 p.m. PDT",2758,271,433,488,248,677,640
LDWP,"7/7/2019 8 p.m. PDT",2812,268,79,509,249,1069,639
LDWP,"7/7/2019 9 p.m. PDT",2663,224,4,464,248,1084,639
LDWP,"7/7/2019 10 p.m. PDT",2576,155,3,452,247,1080,639
LDWP,"7/7/2019 11 p.m. PDT",2393,162,4,428,244,917,637
LDWP,"7/8/2019 12 a.m. PDT",1987,146,3,253,239,709,637
LDWP,"7/8/2019 1 a.m. PDT",1750,150,3,205,214,539,638
LDWP,"7/8/2019 2 a.m. PDT",1597,166,3,58,212,516,640
LDWP,"7/8/2019 3 a.m. PDT",1583,166,4,55,213,504,642
LDWP,"7/8/2019 4 a.m. PDT",1561,168,4,55,213,480,642
LDWP,"7/8/2019 5 a.m. PDT",1536,149,3,55,206,480,642
LDWP,"7/8/2019 6 a.m. PDT",1545,128,4,55,234,481,643
LDWP,"7/8/2019 7 a.m. PDT",1674,121,143,55,234,480,642
LDWP,"7/8/2019 8 a.m. PDT",2050,143,565,55,207,438,642
LDWP,"7/8/2019 9 a.m. PDT",2266,176,886,55,203,303,642
LDWP,"7/8/2019 10 a.m. PDT",2484,247,1042,55,201,297,642
LDWP,"7/8/2019 11 a.m. PDT",2599,234,1133,55,203,332,642
LDWP,"7/8/2019 12 p.m. PDT",2641,212,1155,54,202,375,642
LDWP,"7/8/2019 1 p.m. PDT",2770,184,1163,54,213,514,641
LDWP,"7/8/2019 2 p.m. PDT",2827,237,1165,54,213,516,640
LDWP,"7/8/2019 3 p.m. PDT",2844,268,1160,55,213,509,639
LDWP,"7/8/2019 4 p.m. PDT",2807,261,1100,78,204,525,639
LDWP,"7/8/2019 5 p.m. PDT",2916,283,987,260,203,543,639
LDWP,"7/8/2019 6 p.m. PDT",2818,288,788,348,205,547,640
LDWP,"7/8/2019 7 p.m. PDT",2759,290,437,427,247,676,682
LDWP,"7/8/2019 8 p.m. PDT",2727,287,80,487,249,794,829
LDWP,"7/8/2019 9 p.m. PDT",2531,302,3,425,246,796,759
LDWP,"7/8/2019 10 p.m. PDT",2304,253,3,359,246,798,645
LDWP,"7/8/2019 11 p.m. PDT",2058,227,3,139,249,798,641
LDWP,"7/9/2019 12 a.m. PDT",1973,230,3,55,244,798,642
LDWP,"7/9/2019 1 a.m. PDT",1965,222,3,55,244,799,642
LDWP,"7/9/2019 2 a.m. PDT",1863,223,3,55,212,729,641
LDWP,"7/9/2019 3 a.m. PDT",1769,155,3,55,206,709,642
LDWP,"7/9/2019 4 a.m. PDT",1758,142,3,55,206,709,643
LDWP,"7/9/2019 5 a.m. PDT",1776,131,3,55,209,735,644
LDWP,"7/9/2019 6 a.m. PDT",1881,143,5,55,235,799,645
LDWP,"7/9/2019 7 a.m. PDT",2018,150,140,55,231,798,644
LDWP,"7/9/2019 8 a.m. PDT",2374,136,550,55,204,785,644
LDWP,"7/9/2019 9 a.m. PDT",2505,139,868,55,204,597,642
LDWP,"7/9/2019 10 a.m. PDT",2633,177,1013,55,202,543,643
LDWP,"7/9/2019 11 a.m. PDT",2704,99,1102,55,202,603,643
LDWP,"7/9/2019 12 p.m. PDT",2824,46,1138,55,202,741,642
LDWP,"7/9/2019 1 p.m. PDT",2969,29,1090,55,203,949,642
LDWP,"7/9/2019 2 p.m. PDT",3040,37,997,116,207,1042,641
LDWP,"7/9/2019 3 p.m. PDT",3331,52,960,279,241,1159,639
LDWP,"7/9/2019 4 p.m. PDT",3554,53,839,247,248,1529,639
LDWP,"7/9/2019 5 p.m. PDT",3451,65,672,180,250,1624,660
LDWP,"7/9/2019 6 p.m. PDT",3644,74,600,55,261,1690,963
LDWP,"7/9/2019 7 p.m. PDT",3701,100,425,55,263,1690,1167
LDWP,"7/9/2019 8 p.m. PDT",3452,118,82,55,252,1692,1252
LDWP,"7/9/2019 9 p.m. PDT",3409,136,5,55,252,1691,1269
LDWP,"7/9/2019 10 p.m. PDT",3194,169,4,55,245,1643,1078
LDWP,"7/9/2019 11 p.m. PDT",2681,167,4,56,250,1484,720
LDWP,"7/10/2019 12 a.m. PDT",2546,140,4,56,248,1457,641
LDWP,"7/10/2019 1 a.m. PDT",2266,117,4,56,240,1211,639
LDWP,"7/10/2019 2 a.m. PDT",2167,96,3,56,241,1132,639
LDWP,"7/10/2019 3 a.m. PDT",2063,81,3,56,242,1043,639
LDWP,"7/10/2019 4 a.m. PDT",1971,66,3,56,246,962,639
LDWP,"7/10/2019 5 a.m. PDT",1853,68,4,56,247,839,641
LDWP,"7/10/2019 6 a.m. PDT",1896,67,4,56,240,888,641
LDWP,"7/10/2019 7 a.m. PDT",2007,48,143,56,236,882,641
LDWP,"7/10/2019 8 a.m. PDT",2256,22,573,56,237,727,642
LDWP,"7/10/2019 9 a.m. PDT",2544,20,896,56,230,700,642
LDWP,"7/10/2019 10 a.m. PDT",2740,40,1047,55,202,753,642
LDWP,"7/10/2019 11 a.m. PDT",2914,56,1131,55,231,799,642
LDWP,"7/10/2019 12 p.m. PDT",2990,76,1155,55,228,835,641
LDWP,"7/10/2019 1 p.m. PDT",3149,68,1157,68,248,954,654
LDWP,"7/10/2019 2 p.m. PDT",3266,89,1157,56,248,1075,641
LDWP,"7/10/2019 3 p.m. PDT",3392,93,1143,56,257,1203,640
LDWP,"7/10/2019 4 p.m. PDT",3666,112,1080,56,257,1396,766
LDWP,"7/10/2019 5 p.m. PDT",3805,102,968,56,264,1403,1012
LDWP,"7/10/2019 6 p.m. PDT",3784,131,774,56,269,1433,1121
LDWP,"7/10/2019 7 p.m. PDT",3963,134,423,248,266,1588,1304
LDWP,"7/10/2019 8 p.m. PDT",3691,123,80,276,258,1607,1347
LDWP,"7/10/2019 9 p.m. PDT",3585,85,5,275,251,1612,1358
LDWP,"7/10/2019 10 p.m. PDT",3261,79,4,275,254,1614,1034
LDWP,"7/10/2019 11 p.m. PDT",2742,98,4,110,250,1565,715
LDWP,"7/11/2019 12 a.m. PDT",2521,110,4,55,248,1465,639
LDWP,"7/11/2019 1 a.m. PDT",2322,107,4,56,236,1281,638
LDWP,"7/11/2019 2 a.m. PDT",2104,89,4,56,237,1080,638
LDWP,"7/11/2019 3 a.m. PDT",2040,76,4,56,236,1030,639
LDWP,"7/11/2019 4 a.m. PDT",2029,68,4,56,232,1032,639
LDWP,"7/11/2019 5 a.m. PDT",2029,68,3,56,231,1032,639
LDWP,"7/11/2019 6 a.m. PDT",2056,64,4,56,232,1060,640
LDWP,"7/11/2019 7 a.m. PDT",2305,50,137,56,237,1186,639
LDWP,"7/11/2019 8 a.m. PDT",2567,24,561,56,231,1056,640
